cid,molecular_weight,iupac_name,isomeric_smiles,molecular_formula
71225858,314.39,"1-[1-(2-piperidin-1-ylethyl)pyrazolo[3,4-d]pyrimidin-4-yl]pyrrolidin-2-one",C1CCN(CC1)CCN2C3=C(C=N2)C(=NC=N3)N4CCCC4=O,C16H22N6O
70684997,684.8,"[(1S,2R,3R,4S,5R,6S,8R,9R,10S,13S,16S,17R,18S)-11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecan-13-yl]methyl 2-[(3S)-3-methyl-2,5-dioxopyrrolidin-1-yl]-6-tritiobenzoate",[3H]C1=C(C(=CC=C1)N2C(=O)C[C@@H](C2=O)C)C(=O)OC[C@@]34CC[C@@H]([C@@]56[C@@H]3[C@@H]([C@]([C@H]5N(C4)CC)([C@]7(C[C@@H]([C@H]8C[C@@H]6[C@@H]7[C@H]8OC)OC)O)O)OC)OC,C37H50N2O10
69802707,497.5,"(3aR,4S,5R,7S,7aS)-2-[4-cyano-3-(trifluoromethyl)phenyl]-N,4,7-trimethyl-1,3-dioxo-N-phenyl-3a,5,6,7a-tetrahydro-4,7-epoxyisoindole-5-carboxamide",C[C@@]12C[C@H]([C@](O1)([C@H]3[C@@H]2C(=O)N(C3=O)C4=CC(=C(C=C4)C#N)C(F)(F)F)C)C(=O)N(C)C5=CC=CC=C5,C26H22F3N3O4
69031481,529.5,"3-ethyl-8-[1-[[5-oxo-1-[4-(trifluoromethyl)phenyl]pyrrolidin-3-yl]methyl]pyrazol-4-yl]-1-propyl-7H-purine-2,6-dione",CCCN1C(=O)C2=C(N=C(N2)C3=CN(N=C3)CC4CC(=O)N(C4)C5=CC=C(C=C5)C(F)(F)F)N(C1=O)CC,C25H26F3N7O3
69031242,520.6,"8-[6-[[1-(3-fluorophenyl)-5-oxopyrrolidin-3-yl]methoxy]pyridin-3-yl]-1,3-dipropyl-7H-purine-2,6-dione",CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CN=C(C=C3)OCC4CC(=O)N(C4)C5=CC(=CC=C5)F,C27H29FN6O4
69030712,489.6,"8-[1-[[1-(3-methylphenyl)-5-oxopyrrolidin-3-yl]methyl]pyrazol-4-yl]-1,3-dipropyl-7H-purine-2,6-dione",CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CN(N=C3)CC4CC(=O)N(C4)C5=CC=CC(=C5)C,C26H31N7O3
69030489,489.6,"8-[1-[[1-(4-methylphenyl)-5-oxopyrrolidin-3-yl]methyl]pyrazol-4-yl]-1,3-dipropyl-7H-purine-2,6-dione",CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CN(N=C3)CC4CC(=O)N(C4)C5=CC=C(C=C5)C,C26H31N7O3
69030381,529.5,"3-ethyl-8-[1-[[5-oxo-1-[3-(trifluoromethyl)phenyl]pyrrolidin-3-yl]methyl]pyrazol-4-yl]-1-propyl-7H-purine-2,6-dione",CCCN1C(=O)C2=C(N=C(N2)C3=CN(N=C3)CC4CC(=O)N(C4)C5=CC=CC(=C5)C(F)(F)F)N(C1=O)CC,C25H26F3N7O3
69029798,520.6,"8-[6-[[1-(4-fluorophenyl)-5-oxopyrrolidin-3-yl]methoxy]pyridin-3-yl]-1,3-dipropyl-7H-purine-2,6-dione",CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CN=C(C=C3)OCC4CC(=O)N(C4)C5=CC=C(C=C5)F,C27H29FN6O4
69029783,570.6,"8-[6-[[5-oxo-1-[4-(trifluoromethyl)phenyl]pyrrolidin-3-yl]methoxy]pyridin-3-yl]-1,3-dipropyl-7H-purine-2,6-dione",CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CN=C(C=C3)OCC4CC(=O)N(C4)C5=CC=C(C=C5)C(F)(F)F,C28H29F3N6O4
68045182,433.4,"(7R)-2-(5,6-dimethoxypyridin-3-yl)-7-methyl-6-[1-(2,2,2-trifluoroethyl)pyrazol-4-yl]-7H-pyrrolo[3,4-b]pyridin-5-one",C[C@@H]1C2=C(C=CC(=N2)C3=CC(=C(N=C3)OC)OC)C(=O)N1C4=CN(N=C4)CC(F)(F)F,C20H18F3N5O3
68045179,433.4,"(7S)-2-(5,6-dimethoxypyridin-3-yl)-7-methyl-6-[1-(2,2,2-trifluoroethyl)pyrazol-4-yl]-7H-pyrrolo[3,4-b]pyridin-5-one",C[C@H]1C2=C(C=CC(=N2)C3=CC(=C(N=C3)OC)OC)C(=O)N1C4=CN(N=C4)CC(F)(F)F,C20H18F3N5O3
68045162,404.4,"2-[4-[2-(5,6-dimethoxypyridin-3-yl)-5-oxo-7H-pyrrolo[3,4-b]pyridin-6-yl]pyrazol-1-yl]-2-methylpropanenitrile",CC(C)(C#N)N1C=C(C=N1)N2CC3=C(C2=O)C=CC(=N3)C4=CC(=C(N=C4)OC)OC,C21H20N6O3
68045070,351.4,"2-(5,6-dimethoxypyridin-3-yl)-6-(1-methylpyrazol-4-yl)-7H-pyrrolo[3,4-b]pyridin-5-one",CN1C=C(C=N1)N2CC3=C(C2=O)C=CC(=N3)C4=CC(=C(N=C4)OC)OC,C18H17N5O3
68045063,365.4,"2-(5,6-dimethoxypyridin-3-yl)-6-(1-ethylpyrazol-4-yl)-7H-pyrrolo[3,4-b]pyridin-5-one",CCN1C=C(C=N1)N2CC3=C(C2=O)C=CC(=N3)C4=CC(=C(N=C4)OC)OC,C19H19N5O3
68044907,401.4,"6-[1-(2,2-difluoroethyl)pyrazol-4-yl]-2-(5,6-dimethoxypyridin-3-yl)-7H-pyrrolo[3,4-b]pyridin-5-one",COC1=C(N=CC(=C1)C2=NC3=C(C=C2)C(=O)N(C3)C4=CN(N=C4)CC(F)F)OC,C19H17F2N5O3
68044837,385.4,"2-[3-[6-(5,6-dimethoxypyridin-3-yl)-3-oxo-1H-isoindol-2-yl]phenyl]acetonitrile",COC1=C(N=CC(=C1)C2=CC3=C(C=C2)C(=O)N(C3)C4=CC=CC(=C4)CC#N)OC,C23H19N3O3
68044823,337.33,"2-(5,6-dimethoxypyridin-3-yl)-6-(1H-pyrazol-4-yl)-7H-pyrrolo[3,4-b]pyridin-5-one",COC1=C(N=CC(=C1)C2=NC3=C(C=C2)C(=O)N(C3)C4=CNN=C4)OC,C17H15N5O3
67953920,353.4,"(2S)-N-(3-tert-butyl-1,2-oxazol-5-yl)-1-(5-cyanopyridin-2-yl)-5-oxopyrrolidine-2-carboxamide",CC(C)(C)C1=NOC(=C1)NC(=O)[C@@H]2CCC(=O)N2C3=NC=C(C=C3)C#N,C18H19N5O3
67953431,396.4,"(2S)-N-(3-tert-butyl-1,2-oxazol-5-yl)-5-oxo-1-[5-(trifluoromethyl)pyridin-2-yl]pyrrolidine-2-carboxamide",CC(C)(C)C1=NOC(=C1)NC(=O)[C@@H]2CCC(=O)N2C3=NC=C(C=C3)C(F)(F)F,C18H19F3N4O3
67953425,425.4,"(2S)-N-[3-(1-methoxy-2-methylpropan-2-yl)-1,2-oxazol-5-yl]-5-oxo-1-[4-(trifluoromethyl)phenyl]pyrrolidine-2-carboxamide",CC(C)(COC)C1=NOC(=C1)NC(=O)[C@@H]2CCC(=O)N2C3=CC=C(C=C3)C(F)(F)F,C20H22F3N3O4
67953418,411.4,"(2S)-N-[3-(1-hydroxy-2-methylpropan-2-yl)-1,2-oxazol-5-yl]-5-oxo-1-[4-(trifluoromethyl)phenyl]pyrrolidine-2-carboxamide",CC(C)(CO)C1=NOC(=C1)NC(=O)[C@@H]2CCC(=O)N2C3=CC=C(C=C3)C(F)(F)F,C19H20F3N3O4
67953330,395.4,"(2S)-N-(3-tert-butyl-1,2-oxazol-5-yl)-5-oxo-1-[4-(trifluoromethyl)phenyl]pyrrolidine-2-carboxamide",CC(C)(C)C1=NOC(=C1)NC(=O)[C@@H]2CCC(=O)N2C3=CC=C(C=C3)C(F)(F)F,C19H20F3N3O3
67953246,345.4,"(2S)-N-(3-tert-butyl-1,2-oxazol-5-yl)-1-(4-fluorophenyl)-5-oxopyrrolidine-2-carboxamide",CC(C)(C)C1=NOC(=C1)NC(=O)[C@@H]2CCC(=O)N2C3=CC=C(C=C3)F,C18H20FN3O3
67232851,474.9,"3-[2-(4-chlorophenyl)-2'-oxospiro[cyclopropane-1,3'-indole]-1'-yl]-5-(2-oxo-1,3-oxazolidin-3-yl)benzoic acid",C1COC(=O)N1C2=CC(=CC(=C2)C(=O)O)N3C4=CC=CC=C4C5(C3=O)CC5C6=CC=C(C=C6)Cl,C26H19ClN2O5
67155431,588.5,5-chloro-N-[(2S)-2-[[2-chloro-3-(2-oxopyrrolidin-1-yl)phenyl]sulfonylamino]-3-(4-methylpiperazin-1-yl)-3-oxopropyl]thiophene-2-carboxamide,CN1CCN(CC1)C(=O)[C@H](CNC(=O)C2=CC=C(S2)Cl)NS(=O)(=O)C3=CC=CC(=C3Cl)N4CCCC4=O,C23H27Cl2N5O5S2
67155199,604.6,5-chloro-N-[(2S)-2-[[2-methyl-3-(2-oxopyrrolidin-1-yl)phenyl]sulfonylamino]-3-(4-methylpiperazin-1-yl)-3-oxopropyl]thiophene-2-carboxamide;hydrochloride,CC1=C(C=CC=C1S(=O)(=O)N[C@@H](CNC(=O)C2=CC=C(S2)Cl)C(=O)N3CCN(CC3)C)N4CCCC4=O.Cl,C24H31Cl2N5O5S2
67105434,278.73,"2-chloro-4-[(4R,5R)-4-hydroxy-3,3,5-trimethyl-2-oxopyrrolidin-1-yl]benzonitrile",C[C@@H]1[C@@H](C(C(=O)N1C2=CC(=C(C=C2)C#N)Cl)(C)C)O,C14H15ClN2O2
66899873,569.6,"8-[4-[[5-oxo-1-[4-(trifluoromethyl)phenyl]pyrrolidin-3-yl]methoxy]phenyl]-1,3-dipropyl-7H-purine-2,6-dione",CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC=C(C=C3)OCC4CC(=O)N(C4)C5=CC=C(C=C5)C(F)(F)F,C29H30F3N5O4
66894703,511.5,"8-[1-[[1-(2,4-difluorophenyl)-5-oxopyrrolidin-3-yl]methyl]pyrazol-4-yl]-1,3-dipropyl-7H-purine-2,6-dione",CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CN(N=C3)CC4CC(=O)N(C4)C5=C(C=C(C=C5)F)F,C25H27F2N7O3
66894327,559.5,"8-[1-[[5-oxo-1-[3-(trifluoromethoxy)phenyl]pyrrolidin-3-yl]methyl]pyrazol-4-yl]-1,3-dipropyl-7H-purine-2,6-dione",CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CN(N=C3)CC4CC(=O)N(C4)C5=CC(=CC=C5)OC(F)(F)F,C26H28F3N7O4
66894271,493.5,"8-[1-[[1-(3-fluorophenyl)-2-oxopyrrolidin-3-yl]methyl]pyrazol-4-yl]-1,3-dipropyl-7H-purine-2,6-dione",CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CN(N=C3)CC4CCN(C4=O)C5=CC(=CC=C5)F,C25H28FN7O3
66894243,493.5,"8-[1-[[1-(3-fluorophenyl)-5-oxopyrrolidin-3-yl]methyl]pyrazol-4-yl]-1,3-dipropyl-7H-purine-2,6-dione",CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CN(N=C3)CC4CC(=O)N(C4)C5=CC(=CC=C5)F,C25H28FN7O3
66894241,543.5,"8-[1-[[5-oxo-1-[4-(trifluoromethyl)phenyl]pyrrolidin-3-yl]methyl]pyrazol-4-yl]-1,3-dipropyl-7H-purine-2,6-dione",CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CN(N=C3)CC4CC(=O)N(C4)C5=CC=C(C=C5)C(F)(F)F,C26H28F3N7O3
66894143,519.6,"8-[4-[[1-(3-fluorophenyl)-5-oxopyrrolidin-3-yl]methoxy]phenyl]-1,3-dipropyl-7H-purine-2,6-dione",CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC=C(C=C3)OCC4CC(=O)N(C4)C5=CC(=CC=C5)F,C28H30FN5O4
66894103,569.6,"8-[4-[[5-oxo-1-[3-(trifluoromethyl)phenyl]pyrrolidin-3-yl]methoxy]phenyl]-1,3-dipropyl-7H-purine-2,6-dione",CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC=C(C=C3)OCC4CC(=O)N(C4)C5=CC=CC(=C5)C(F)(F)F,C29H30F3N5O4
66894080,479.5,"3-ethyl-8-[1-[[1-(3-fluorophenyl)-5-oxopyrrolidin-3-yl]methyl]pyrazol-4-yl]-1-propyl-7H-purine-2,6-dione",CCCN1C(=O)C2=C(N=C(N2)C3=CN(N=C3)CC4CC(=O)N(C4)C5=CC(=CC=C5)F)N(C1=O)CC,C24H26FN7O3
66894039,545.5,"3-ethyl-8-[1-[[5-oxo-1-[3-(trifluoromethoxy)phenyl]pyrrolidin-3-yl]methyl]pyrazol-4-yl]-1-propyl-7H-purine-2,6-dione",CCCN1C(=O)C2=C(N=C(N2)C3=CN(N=C3)CC4CC(=O)N(C4)C5=CC(=CC=C5)OC(F)(F)F)N(C1=O)CC,C25H26F3N7O4
66894035,505.6,"8-[1-[[1-(4-methoxyphenyl)-5-oxopyrrolidin-3-yl]methyl]pyrazol-4-yl]-1,3-dipropyl-7H-purine-2,6-dione",CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CN(N=C3)CC4CC(=O)N(C4)C5=CC=C(C=C5)OC,C26H31N7O4
66894029,570.6,"8-[6-[[5-oxo-1-[3-(trifluoromethyl)phenyl]pyrrolidin-3-yl]methoxy]pyridin-3-yl]-1,3-dipropyl-7H-purine-2,6-dione",CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CN=C(C=C3)OCC4CC(=O)N(C4)C5=CC=CC(=C5)C(F)(F)F,C28H29F3N6O4
66893874,543.5,"8-[1-[[5-oxo-1-[3-(trifluoromethyl)phenyl]pyrrolidin-3-yl]methyl]pyrazol-4-yl]-1,3-dipropyl-7H-purine-2,6-dione",CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CN(N=C3)CC4CC(=O)N(C4)C5=CC=CC(=C5)C(F)(F)F,C26H28F3N7O3
66893509,559.5,"8-[1-[[5-oxo-1-[4-(trifluoromethoxy)phenyl]pyrrolidin-3-yl]methyl]pyrazol-4-yl]-1,3-dipropyl-7H-purine-2,6-dione",CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CN(N=C3)CC4CC(=O)N(C4)C5=CC=C(C=C5)OC(F)(F)F,C26H28F3N7O4
66893508,505.6,"8-[1-[[1-(3-methoxyphenyl)-5-oxopyrrolidin-3-yl]methyl]pyrazol-4-yl]-1,3-dipropyl-7H-purine-2,6-dione",CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CN(N=C3)CC4CC(=O)N(C4)C5=CC(=CC=C5)OC,C26H31N7O4
66893166,493.5,"8-[1-[[1-(4-fluorophenyl)-5-oxopyrrolidin-3-yl]methyl]pyrazol-4-yl]-1,3-dipropyl-7H-purine-2,6-dione",CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CN(N=C3)CC4CC(=O)N(C4)C5=CC=C(C=C5)F,C25H28FN7O3
66892978,519.6,"4-[4-[[4-(2,6-dioxo-1,3-dipropyl-7H-purin-8-yl)pyrazol-1-yl]methyl]-2-oxopyrrolidin-1-yl]benzoic acid",CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CN(N=C3)CC4CC(=O)N(C4)C5=CC=C(C=C5)C(=O)O,C26H29N7O5
66892867,479.5,"3-ethyl-8-[1-[[1-(4-fluorophenyl)-5-oxopyrrolidin-3-yl]methyl]pyrazol-4-yl]-1-propyl-7H-purine-2,6-dione",CCCN1C(=O)C2=C(N=C(N2)C3=CN(N=C3)CC4CC(=O)N(C4)C5=CC=C(C=C5)F)N(C1=O)CC,C24H26FN7O3
66892501,500.6,"4-[4-[[4-(2,6-dioxo-1,3-dipropyl-7H-purin-8-yl)pyrazol-1-yl]methyl]-2-oxopyrrolidin-1-yl]benzonitrile",CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CN(N=C3)CC4CC(=O)N(C4)C5=CC=C(C=C5)C#N,C26H28N8O3
66892382,559.5,"8-[1-[[2-oxo-1-[4-(trifluoromethoxy)phenyl]pyrrolidin-3-yl]methyl]pyrazol-4-yl]-1,3-dipropyl-7H-purine-2,6-dione",CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CN(N=C3)CC4CCN(C4=O)C5=CC=C(C=C5)OC(F)(F)F,C26H28F3N7O4
66892244,491.5,"3-ethyl-8-[1-[[1-(4-methoxyphenyl)-5-oxopyrrolidin-3-yl]methyl]pyrazol-4-yl]-1-propyl-7H-purine-2,6-dione",CCCN1C(=O)C2=C(N=C(N2)C3=CN(N=C3)CC4CC(=O)N(C4)C5=CC=C(C=C5)OC)N(C1=O)CC,C25H29N7O4
66743443,447.4,"2-(5,6-dimethoxypyridin-3-yl)-7,7-dimethyl-6-[1-(2,2,2-trifluoroethyl)pyrazol-4-yl]pyrrolo[3,4-b]pyridin-5-one",CC1(C2=C(C=CC(=N2)C3=CC(=C(N=C3)OC)OC)C(=O)N1C4=CN(N=C4)CC(F)(F)F)C,C21H20F3N5O3
66743362,433.4,"6-(5,6-dimethoxypyridin-3-yl)-4-methyl-2-[1-(2,2,2-trifluoroethyl)pyrazol-4-yl]-1H-pyrrolo[3,4-c]pyridin-3-one",CC1=C2C(=CC(=N1)C3=CC(=C(N=C3)OC)OC)CN(C2=O)C4=CN(N=C4)CC(F)(F)F,C20H18F3N5O3
66644532,379.4,"(2R)-N-(4-amino-3,4-dioxo-1-phenylbutan-2-yl)-5-oxo-1-phenylpyrrolidine-2-carboxamide",C1CC(=O)N([C@H]1C(=O)NC(CC2=CC=CC=C2)C(=O)C(=O)N)C3=CC=CC=C3,C21H21N3O4
66577006,499.5,"N-[5-[[6-[3-(1,3-dioxoisoindol-2-yl)phenyl]pyrimidin-4-yl]amino]-2-methylphenyl]methanesulfonamide",CC1=C(C=C(C=C1)NC2=NC=NC(=C2)C3=CC(=CC=C3)N4C(=O)C5=CC=CC=C5C4=O)NS(=O)(=O)C,C26H21N5O4S
60169185,514.0,"2-(2-chloro-4-fluorophenyl)sulfanyl-6-[3-methoxy-4-(2-pyrrolidin-1-ylethoxy)phenyl]-5H-pyrrolo[3,4-b]pyridin-7-one",COC1=C(C=CC(=C1)N2CC3=C(C2=O)N=C(C=C3)SC4=C(C=C(C=C4)F)Cl)OCCN5CCCC5,C26H25ClFN3O3S
60169184,497.6,"2-(3,4-difluorophenyl)sulfanyl-6-[3-methoxy-4-(2-pyrrolidin-1-ylethoxy)phenyl]-5H-pyrrolo[3,4-b]pyridin-7-one",COC1=C(C=CC(=C1)N2CC3=C(C2=O)N=C(C=C3)SC4=CC(=C(C=C4)F)F)OCCN5CCCC5,C26H25F2N3O3S
60169182,497.6,"2-(2,4-difluorophenyl)sulfanyl-6-[3-methoxy-4-(2-pyrrolidin-1-ylethoxy)phenyl]-5H-pyrrolo[3,4-b]pyridin-7-one",COC1=C(C=CC(=C1)N2CC3=C(C2=O)N=C(C=C3)SC4=C(C=C(C=C4)F)F)OCCN5CCCC5,C26H25F2N3O3S
60169181,491.6,"2-(4-methoxyphenyl)sulfanyl-6-[3-methoxy-4-(2-pyrrolidin-1-ylethoxy)phenyl]-5H-pyrrolo[3,4-b]pyridin-7-one",COC1=CC=C(C=C1)SC2=NC3=C(CN(C3=O)C4=CC(=C(C=C4)OCCN5CCCC5)OC)C=C2,C27H29N3O4S
60169098,475.6,"6-[3-methoxy-4-(2-pyrrolidin-1-ylethoxy)phenyl]-2-(4-methylphenyl)sulfanyl-5H-pyrrolo[3,4-b]pyridin-7-one",CC1=CC=C(C=C1)SC2=NC3=C(CN(C3=O)C4=CC(=C(C=C4)OCCN5CCCC5)OC)C=C2,C27H29N3O3S
60169097,496.0,"2-(4-chlorophenyl)sulfanyl-6-[3-methoxy-4-(2-pyrrolidin-1-ylethoxy)phenyl]-5H-pyrrolo[3,4-b]pyridin-7-one",COC1=C(C=CC(=C1)N2CC3=C(C2=O)N=C(C=C3)SC4=CC=C(C=C4)Cl)OCCN5CCCC5,C26H26ClN3O3S
60168916,499.6,"2-[(4-tert-butylphenyl)methyl]-6-[3-methoxy-4-(2-pyrrolidin-1-ylethoxy)phenyl]-5H-pyrrolo[3,4-b]pyridin-7-one",CC(C)(C)C1=CC=C(C=C1)CC2=NC3=C(CN(C3=O)C4=CC(=C(C=C4)OCCN5CCCC5)OC)C=C2,C31H37N3O3
60168915,457.6,"6-[3-methoxy-4-(2-pyrrolidin-1-ylethoxy)phenyl]-2-[(4-methylphenyl)methyl]-5H-pyrrolo[3,4-b]pyridin-7-one",CC1=CC=C(C=C1)CC2=NC3=C(CN(C3=O)C4=CC(=C(C=C4)OCCN5CCCC5)OC)C=C2,C28H31N3O3
60168914,457.6,"6-[3-methoxy-4-(2-pyrrolidin-1-ylethoxy)phenyl]-2-[(2-methylphenyl)methyl]-5H-pyrrolo[3,4-b]pyridin-7-one",CC1=CC=CC=C1CC2=NC3=C(CN(C3=O)C4=CC(=C(C=C4)OCCN5CCCC5)OC)C=C2,C28H31N3O3
60168913,478.0,"2-[(4-chlorophenyl)methyl]-6-[3-methoxy-4-(2-pyrrolidin-1-ylethoxy)phenyl]-5H-pyrrolo[3,4-b]pyridin-7-one",COC1=C(C=CC(=C1)N2CC3=C(C2=O)N=C(C=C3)CC4=CC=C(C=C4)Cl)OCCN5CCCC5,C27H28ClN3O3
60168818,461.5,"2-[(4-fluorophenyl)methyl]-6-[3-methoxy-4-(2-pyrrolidin-1-ylethoxy)phenyl]-5H-pyrrolo[3,4-b]pyridin-7-one",COC1=C(C=CC(=C1)N2CC3=C(C2=O)N=C(C=C3)CC4=CC=C(C=C4)F)OCCN5CCCC5,C27H28FN3O3
60168817,461.5,"2-[(3-fluorophenyl)methyl]-6-[3-methoxy-4-(2-pyrrolidin-1-ylethoxy)phenyl]-5H-pyrrolo[3,4-b]pyridin-7-one",COC1=C(C=CC(=C1)N2CC3=C(C2=O)N=C(C=C3)CC4=CC(=CC=C4)F)OCCN5CCCC5,C27H28FN3O3
60168816,443.5,"2-benzyl-6-[3-methoxy-4-(2-pyrrolidin-1-ylethoxy)phenyl]-5H-pyrrolo[3,4-b]pyridin-7-one",COC1=C(C=CC(=C1)N2CC3=C(C2=O)N=C(C=C3)CC4=CC=CC=C4)OCCN5CCCC5,C27H29N3O3
59557024,264.71,"2-chloro-4-[(2S,3S)-3-hydroxy-2-methyl-5-oxopyrrolidin-1-yl]-3-methylbenzonitrile",C[C@H]1[C@H](CC(=O)N1C2=C(C(=C(C=C2)C#N)Cl)C)O,C13H13ClN2O2
59557020,264.71,"2-chloro-4-[(2S,3S)-3-hydroxy-2,3-dimethyl-5-oxopyrrolidin-1-yl]benzonitrile",C[C@H]1[C@@](CC(=O)N1C2=CC(=C(C=C2)C#N)Cl)(C)O,C13H13ClN2O2
59557018,278.73,"2-chloro-4-[(2S,3S,4S)-2-ethyl-3-hydroxy-4-methyl-5-oxopyrrolidin-1-yl]benzonitrile",CC[C@H]1[C@H]([C@@H](C(=O)N1C2=CC(=C(C=C2)C#N)Cl)C)O,C14H15ClN2O2
59556999,340.8,"4-[(2S,3S,4S)-4-benzyl-3-hydroxy-2-methyl-5-oxopyrrolidin-1-yl]-2-chlorobenzonitrile",C[C@H]1[C@H]([C@@H](C(=O)N1C2=CC(=C(C=C2)C#N)Cl)CC3=CC=CC=C3)O,C19H17ClN2O2
59556985,264.71,"2-chloro-4-[(2S,3S)-2-ethyl-3-hydroxy-5-oxopyrrolidin-1-yl]benzonitrile",CC[C@H]1[C@H](CC(=O)N1C2=CC(=C(C=C2)C#N)Cl)O,C13H13ClN2O2
59556969,250.68,"2-chloro-4-[(2S,3S)-3-hydroxy-2-methyl-5-oxopyrrolidin-1-yl]benzonitrile",C[C@H]1[C@H](CC(=O)N1C2=CC(=C(C=C2)C#N)Cl)O,C12H11ClN2O2
59556967,278.73,"2-chloro-4-[(2S,3S)-2-ethyl-3-hydroxy-5-oxopyrrolidin-1-yl]-3-methylbenzonitrile",CC[C@H]1[C@H](CC(=O)N1C2=C(C(=C(C=C2)C#N)Cl)C)O,C14H15ClN2O2
59556953,278.73,"2-chloro-4-[(2S,3S,4S)-4-ethyl-3-hydroxy-2-methyl-5-oxopyrrolidin-1-yl]benzonitrile",CC[C@H]1[C@@H]([C@@H](N(C1=O)C2=CC(=C(C=C2)C#N)Cl)C)O,C14H15ClN2O2
59556948,286.66,"2-chloro-4-[(4R,5S)-3,3-difluoro-4-hydroxy-5-methyl-2-oxopyrrolidin-1-yl]benzonitrile",C[C@H]1[C@H](C(C(=O)N1C2=CC(=C(C=C2)C#N)Cl)(F)F)O,C12H9ClF2N2O2
59556937,264.71,"2-chloro-4-[(2S,3R)-2-ethyl-3-hydroxy-5-oxopyrrolidin-1-yl]benzonitrile",CC[C@H]1[C@@H](CC(=O)N1C2=CC(=C(C=C2)C#N)Cl)O,C13H13ClN2O2
59556915,264.71,"2-chloro-4-[(2S,3S,4S)-3-hydroxy-2,4-dimethyl-5-oxopyrrolidin-1-yl]benzonitrile",C[C@H]1[C@@H]([C@@H](N(C1=O)C2=CC(=C(C=C2)C#N)Cl)C)O,C13H13ClN2O2
59556909,260.29,"4-[(2S,3S)-2-ethyl-3-hydroxy-5-oxopyrrolidin-1-yl]-2-methoxybenzonitrile",CC[C@H]1[C@H](CC(=O)N1C2=CC(=C(C=C2)C#N)OC)O,C14H16N2O3
59556904,278.73,"2-chloro-4-[(4S,5S)-4-hydroxy-3,3,5-trimethyl-2-oxopyrrolidin-1-yl]benzonitrile",C[C@H]1[C@H](C(C(=O)N1C2=CC(=C(C=C2)C#N)Cl)(C)C)O,C14H15ClN2O2
59447789,414.5,"4-(2-methoxyphenyl)-5-[4-(1,2-oxazol-3-yl)phenyl]-3-propan-2-yl-2,4-dihydropyrrolo[3,4-c]pyrazol-6-one",CC(C)C1=C2C(N(C(=O)C2=NN1)C3=CC=C(C=C3)C4=NOC=C4)C5=CC=CC=C5OC,C24H22N4O3
59447788,444.5,"3-(1-hydroxy-2-methylpropan-2-yl)-4-(2-methoxyphenyl)-5-[4-(1,2-oxazol-3-yl)phenyl]-2,4-dihydropyrrolo[3,4-c]pyrazol-6-one",CC(C)(CO)C1=C2C(N(C(=O)C2=NN1)C3=CC=C(C=C3)C4=NOC=C4)C5=CC=CC=C5OC,C25H24N4O4
58852632,253.25,"5-methoxy-2-phenylisoindole-1,3-dione",COC1=CC2=C(C=C1)C(=O)N(C2=O)C3=CC=CC=C3,C15H11NO3
58394053,376.4,"1-[3-[[(1S,2S)-2-pyrrolidin-1-yl-2,3-dihydro-1H-inden-1-yl]oxy]phenyl]pyrrolidine-2,5-dione",C1CCN(C1)[C@H]2CC3=CC=CC=C3[C@@H]2OC4=CC=CC(=C4)N5C(=O)CCC5=O,C23H24N2O3
58393580,362.5,"1-[3-[[(1S,2S)-2-pyrrolidin-1-yl-2,3-dihydro-1H-inden-1-yl]oxy]phenyl]pyrrolidin-2-one",C1CCN(C1)[C@H]2CC3=CC=CC=C3[C@@H]2OC4=CC=CC(=C4)N5CCCC5=O,C23H26N2O2
